Gene start (bp)	Gene end (bp)	Gene % GC content	Chromosome/scaffold name	Gene name	NCBI gene (formerly Entrezgene) ID
48245104	48246015	49.12	11	OR4X2	119764
11030387	11031407	40.45	12	TAS2R31	259290
48263861	48264778	49.67	11	OR4X1	390113
11061365	11062294	38.71	12	TAS2R46	259292
11091287	11092313	38.95	12	TAS2R43	259289
11132958	11134644	35.98	12	TAS2R30	259293
64205926	64223896	56.26	11	FERMT3	83706
11171194	11176016	38.96	12	SMIM10L1	100129361
3483714	3492819	48.82	12	THCAT155	100129223
38930944	38933168	54.74	19	MRPS12	6183
38941401	38975742	49.20	19	FBXO17	115290
9347056	9400387	42.81	12	LINC02367	101930452
158571163	158607252	37.51	3	MLF1	4291
38836370	38852347	53.74	19	HNRNPL	3191
51590266	51812864	41.03	12	SCN8A	6334
43847148	43863639	52.70	17	CD300LG	146894
15436015	15475728	45.98	17	CDRT4	284040
15436021	15563561	44.17	17	TVP23C-CDRT4	100533496
108970214	109042113	41.17	1	WDR47	22911
10651862	10653875	51.79	19	ILF3-DT	147727
15502264	15563595	42.63	17	TVP23C	201158
3854527	4093210	42.52	11	STIM1	6786
10654304	10692400	50.89	19	ILF3	3609
225919877	225924340	54.97	1	PYCR2	29920
35918066	35930773	43.27	17	RDM1	201299
158644527	158695581	36.92	3	GFM1	85476
160608106	160647044	42.20	1	SLAMF1	6504
5856749	5857690	45.86	11	OR52E8	390079
5689610	5737089	38.59	11	TRIM22	10346
51789191	51878805	39.33	1	NRDC	4898
66767	178455	52.30	12	IQSEC3	440073
158645822	158672648	36.91	3	LXN	56925
137411	149169	53.70	12		574538
190077	214570	52.80	12	SLC6A12	6539
3126933	3153435	38.66	3	TRNT1	51095
77821109	77918432	41.82	11	AAMDC	28971
35934518	35943713	46.50	17	LYZL6	57151
35976493	35981497	48.47	17	CCL16	6360
2376177	2397802	63.21	11	CD81	975
35983288	35987004	50.85	17	CCL14	6358
15048548	15099145	46.28	3		64145
15070073	15099163	44.40	3	RBSN	64145
35996440	36001553	46.46	17	CCL15	6359
36013056	36017972	41.33	17	CCL23	6368
36064272	36072032	44.45	17	CCL18	6362
203642	205094	60.36	12	SLC6A12-AS1	101929384
220621	262873	47.19	12	SLC6A13	6540
36088256	36090169	52.19	17	CCL3	6348
36103827	36105621	48.52	17	CCL4	6351
8106056	8169055	39.92	11	RIC3	79608
180602163	180617828	35.08	3	TTC14	151613
14137146	14171267	55.97	19	ADGRL1-AS1	100507373
35887653	35902303	53.38	19	NFKBID	84807
36116854	36149080	43.13	17		101927369
36165683	36176636	59.93	17	TBC1D3B	101060321
36165683	36176636	59.93	17	TBC1D3B	414059
253442	257299	49.71	12		102723544
280057	389320	39.44	12	KDM5A	5927
67991100	68004982	58.60	11	UNC93B1	81622
41883173	41930150	58.24	19	ARHGEF1	9138
36194869	36196758	52.70	17	CCL3L3	414062
50437028	50960267	38.27	1	FAF1	11124
36253456	36264570	59.78	17	TBC1D3I	102724862
71865504	71928654	42.82	11	XNDC1N	100133315
180602858	180684942	35.81	3	CCDC39	339829
71998613	72007315	56.96	11	IL18BP	10068
389273	442642	43.80	12	CCDC77	84318
171485530	171593511	38.30	1	PRRC2C	23215
180707589	180871005	37.51	3		101928882
7884796	7912760	53.17	17	CHD3	1107
180983697	180989774	39.14	3	DNAJC19	131118
180868141	180982753	38.94	3	FXR1	8087
67662155	67681224	52.58	11	ALDH3B2	222
23529504	24562544	35.87	12	SOX5	6660
159927039	159945613	55.80	1	IGSF9	57549
124183345	124188780	40.62	11	OR10D3	26497
55367974	55368918	41.38	11	OR4A15	81328
65945480	65959966	51.53	11	TSGA10IP	254187
150487414	150507602	48.52	1	TARS2	80222
39825350	39834201	57.17	19	DYRK1B	9149
127535683	127637729	51.03	2	MYO7B	4648
5303444	5505652	38.82	11	OR51B5	282763
123976661	123977781	54.06	11	OR10S1	219873
65422774	65445540	44.06	11	NEAT1	283131
58324472	58415766	46.31	17	TSPOAP1-AS1	100506779
13009316	13012119	58.95	11	RASSF10	644943
47177522	47186443	59.66	11	PACSIN3	29763
77516887	77536601	49.89	17		400622
10304803	10309880	55.51	19	ZGLP1	100125288
46480788	46601200	47.39	19	PPP5D1P	100506012
46660364	46678991	50.78	19	DACT3-AS1	100506068
49230853	49318011	46.39	17	FLJ40194	124871
47179611	47179737	58.27	11	MIR6745	102466726
24212421	24212495	50.67	12	MIR920	100126320
24223233	24260056	37.21	12	SOX5-AS1	101928471
47214465	47239217	47.15	11	DDB2	1643
108296529	108378285	39.01	3	HHLA2	11148
46719511	46746994	57.35	19	STRN4	29888
72290091	72640472	47.20	17	LINC00511	100499467
72290091	72640472	47.20	17	LINC00511	400619
87755960	87825796	39.56	2	RGPD2	729857
24566964	24584168	39.50	12	LINC00477	144360
102196459	102197833	32.95	12	PMCH	5367
151770107	151791416	43.72	1	TDRKH	11022
102395874	102481744	39.70	12	IGF1	3479
176077472	176083962	53.38	2	EVX2	344191
38875976	38929072	39.58	2	MORN2	729967
137998735	138033655	42.94	3	CLDN18	51208
26308173	26346817	45.62	2	ADGRF3	165082
138061990	138115818	45.71	3	DZIP1L	199221
47239302	47248906	52.75	11	ACP2	53
102809280	102824399	39.84	12	LINC00485	283432
78863993	79452008	35.61	12	SYT1	6857
138123713	138132390	42.68	3	A4GNT	51146
138160988	138174949	39.42	3	DBR1	51163
233636448	233773300	41.60	2	UGT1A10	54575
138187248	138298384	39.28	3	ARMC8	25852
77257735	77282054	51.11	17	SEPTIN9-DT	105371907
13755574	14069495	41.00	17	COX10-DT	100874058
197453493	197475310	41.64	2	COQ10B	80219
148102047	148152322	45.41	1	NBPF11	200030
178829757	179050137	37.74	2	CCDC141	285025
46746046	46776988	51.13	19	FKRP	79147
236193459	236264409	45.99	2	ASB18	401036
219514170	219538772	56.96	2	ASIC4	55515
69961568	69994845	36.40	17	LINC01497	102723487
47248300	47269033	50.86	11	NR1H3	10062
5192007	5248182	47.73	17	ZNF594-DT	100130950
37167820	37196598	41.42	2	SULT6B1	391365
119911553	120100779	40.00	1	NOTCH2	4853
25227855	25342590	53.43	2	DNMT3A	1788
47303460	47323901	43.34	17	EFCAB13-DT	102724508
70166961	70169404	47.42	17	KCNJ2-AS1	400617
46774883	46788594	54.40	19	SLC1A5	6510
5097223	5115004	48.35	17	ZNF232-AS1	101928000
16438767	16480249	52.30	17	SNHG29	125144
61742477	62178675	40.65	1	PATJ	10207
79419257	79419321	26.15	12	MIR1252	100302136
46838136	46850846	52.84	19	AP2S1	1175
132725503	132761832	50.97	12	ANKLE2	23141
48900050	48923473	52.80	19	NUCB1	4924
132710819	132722734	55.09	12	PGAM5	192111
47270657	47272110	44.43	11	MADD-AS1	101928943
47164299	47177125	53.19	11	ARFGAP2	84364
100156357	100173659	49.10	12	GOLGA2P5	55592
237485428	237555322	51.32	2	MLPH	79083
5586999	5624046	49.34	19	SAFB2	9667
138261437	138329886	42.45	3	NME9	347736
40819101	40836270	37.58	17	KRT10-AS1	147184
74532406	74534879	45.19	17		107985074
45221444	45247319	58.77	17	FMNL1	752
54076838	54081903	49.68	12		100240735
11845709	11848345	54.04	1	NPPA	4878
5558167	5578349	52.25	19	TINCR	257000
204190341	204196491	51.68	1	KISS1	3814
34590644	34677159	42.69	19	SCGB2B2	284402
45786987	46036122	41.32	1	MAST2	23139
8501807	8574668	43.85	3	LMCD1	29995
34734155	34745378	39.74	19	ZNF181	339318
119206298	119313926	42.19	11	CBL	867
15151923	15155283	36.83	12	RERG-AS1	100873980
48296457	48321971	52.43	19	ODAD1	93233
89419718	89526047	39.79	12	POC1B	282809
8619386	8745040	47.11	3	SSUH2	51066
1516877	1518101	52.33	17	PITPNA-AS1	100306951
1650629	1684867	48.87	17	PRPF8	10594
62856004	62888880	48.31	11	SLC3A2	6520
16719847	16817963	48.08	19	NWD1	284434
237566574	237567175	65.28	2	PRLH	51052
237574322	237601614	52.74	2	RAB17	64284
56645314	56715335	36.60	1	PRKAA2	5563
89519408	89526262	44.97	12	POC1B-GALNT4	100528030
89519412	89524796	39.46	12	GALNT4	8693
156147366	156177752	51.59	1	SEMA4A	64218
89947693	89949726	36.38	12	LINC02399	105369891
89588049	89709366	36.39	12	ATP2B1	490
126282497	126298845	46.99	11	TIRAP	114609
8733802	8841808	43.72	3	CAV3	859
26970637	27027219	45.88	2	MAPRE3	22924
8750381	8769628	49.96	3	OXTR	5021
25597978	25664909	35.14	3	TOP2B	7155
36573070	36594712	42.20	19	ZNF529-AS1	101927599
36636618	36666853	40.35	19	ZNF461	92283
68154863	68213852	42.50	11	KMT5B	51111
26984776	27014612	43.60	2	MAPRE3-AS1	100129724
36682636	36687468	44.24	19	ZNF567-DT	101927621
27032910	27041694	55.00	2	TMEM214	54867
36714383	36772825	41.15	19	ZNF850	342892
48993562	49015970	52.99	19	RUVBL2	10856
21764955	21775600	40.64	12	KCNJ8	3764
1385711	1399335	51.38	1	CCNL2	81669
32106835	32383633	40.45	12	BICD1	636
29390662	29390730	76.81	17	MIR4523	100616122
8580240	8610735	54.58	19	ADAMTS10	81794
40692439	41072415	35.21	12	CNTN1	1272
80206716	80220923	58.83	17	SGSH	6448
43581394	43581483	53.33	11	MIR129-2	406918
43680680	43856617	38.14	11	HSD17B12	51144
26949562	26960468	51.40	1	KDF1	126695
27042364	27070622	48.47	2	AGBL5	60509
117143587	117210960	42.41	1	VTCN1	79679
90915298	91022272	36.39	1	ZNF644	84146
80219699	80253500	53.49	17	SLC26A11	284129
43942637	43943878	69.16	11	C11orf96	387763
94545330	94740355	40.53	11	PIWIL4-AS1	105369438
112393118	112624567	42.45	11	LINC02763	101928823
8697400	8698795	66.19	19	ACTL9	284382
43766533	43780976	55.07	19	KCNN4	3783
69475567	69481545	56.75	11	LINC02747	105379407
88337839	88428548	37.81	11		101929174
27049683	27050264	65.98	2	AGBL5-AS1	100874031
777574	785231	57.90	11	GATD1-DT	171391
27070472	27071654	54.69	2	OST4	100128731
47137435	47149727	48.62	1	CYP4A22	284541
30584112	30632583	37.20	11	MPPED2-AS1	105376609
27078615	27086403	61.55	2	EMILIN1	11117
127021736	127172363	41.75	11		101929473
30926428	30996602	51.34	12	TSPAN11	441631
43785874	43827206	44.70	19	LYPD5	284348
960584	965719	67.87	1	KLHL17	339451
27123789	27130812	50.81	2	ABHD1	84696
31019434	31073847	44.95	12	DDX11-AS1	100506660
155173787	155184971	57.80	1	TRIM46	80128
9459549	9460702	49.39	11		644656
43827321	43852017	38.84	19	ZNF283	284349
31073860	31104799	52.26	12	DDX11	1663
78139756	78175323	47.56	11	KCTD21-AS1	100289388
27130756	27134666	57.40	2	PREB	10113
28041737	28196381	37.30	17	NLK	51701
121663199	121749966	38.10	3	GOLGB1	2804
7418826	7513665	44.13	11	SYT9-AS1	100506258
43872365	43901385	36.81	19	ZNF404	342908
43891804	43901805	39.22	19		100505715
43912624	43935282	41.37	19	ZNF45	7596
43951223	43967709	41.33	19	ZNF221	7638
63827152	63832026	50.95	17	PSMC5	5705
156463727	156500779	54.21	1	MEF2D	4209
43967862	43998326	40.41	19	ZNF155	7711
68272100	68284884	47.13	11		105369363
126652852	126682109	44.05	11		101929427
27136848	27139410	58.72	2	PRR30	339779
69425678	69429621	51.39	11	LINC02953	102724265
27149004	27156974	52.67	2	TCF23	150921
27199587	27212958	53.48	2	SLC5A6	8884
45355371	45367577	42.47	11	LINC02696	101928812
43996896	44003298	41.53	19	ZNF230-DT	101928063
55476617	55484487	62.42	19	ZNF628	89887
55759097	55763421	42.13	19	RFPL4A	342931
19900913	19963464	41.85	19	ZNF93	81931
155185824	155192916	68.01	1	MUC1	4582
112270748	112362534	45.04	11	LINC02762	283140
19997058	20039505	41.40	19	ZNF682	91120
134735596	134810530	45.12	11	LINC02714	729305
9758268	9811335	44.10	11	SBF2-AS1	283104
20077994	20127076	41.00	19	ZNF90	7643
20449395	20467539	52.95	17	LGALS9B	284194
27217369	27243943	51.18	2	CAD	790
20167214	20200488	40.91	19	ZNF486	90649
65305345	65314737	53.15	11		105369344
45823316	45916042	42.03	3	LZTFL1	54585
65354751	65357613	63.50	11	TIGD3	220359
104885718	104898670	37.20	11	CASP12	100506742
55605647	55617269	57.91	19	ZNF865	100507290
12687998	12688422	61.65	19	GNG14	105372280
42220292	42228201	54.45	19	ZNF526	116115
39863323	39934626	51.41	19	FCGBP	8857
13388008	13463297	36.23	11	BTBD10	84280
18260597	18266552	59.39	17	MIEF2	125170
10871553	10923075	54.29	19	CARM1	10498
10248023	10281218	46.98	3	TATDN2	9797
18315293	18328056	52.66	17	SMCR8	140775
18340814	18340886	58.90	17	MIR6778	102466733
45393902	45434421	54.68	17	ARHGAP27	201176
13492054	13496181	33.45	11	PTH	5741
128051641	128071705	47.29	3	SEC61A1	29927
11089418	11133820	51.08	19	LDLR	3949
13844862	13870616	42.38	11	LINC02545	105376561
13921450	13924863	42.79	11	LINC02683	101928132
13668668	13732346	36.04	11	FAR1	84188
27253684	27275817	52.10	2	SLC30A3	7781
31280584	31327058	41.46	12	SINHCAF	58516
27275433	27281499	48.59	2	DNAJC5G	285126
117900641	117929459	52.18	11	TMPRSS13	84000
31324316	31325829	65.13	12	FLJ13224	79857
9228533	9234207	37.15	12	A2MP1	3
27282429	27307439	47.71	2	TRIM54	57159
18282077	18282161	70.59	19	MIR3188	100422833
9240003	9261050	36.48	12	LINC00987	100499405
18386562	18386634	60.27	19	MIR3189	100422943
51688346	51712387	54.03	19	SPACA6	147650
12582101	12664201	42.68	3	RAF1	5894
38297023	38323217	45.17	17	MRPL45	84311
27307400	27308445	68.64	2	UCN	7349
53599628	53603497	50.05	19		284379
53600777	53637014	48.32	19	DPRX	503834
27309492	27325680	50.33	2	MPV17	4358
38324571	38343956	54.52	17	GPR179	440435
9594551	9607916	36.75	12	KLRB1	3820
55123225	55123292	57.35	19	MIR7975	102466872
38351844	38405593	45.25	17	SOCS7	30837
65333843	65354262	48.47	11	DPF2	5977
55132698	55149206	55.48	19	TNNT1	7138
9648047	9658412	39.07	12		374443
49295147	49298686	63.53	12	PRPH	5630
38450394	38452444	56.75	17		101929494
38530031	38605952	56.67	17	SRCIN1	80725
49366584	49527425	41.68	12	SPATS2	65244
74748849	74842413	39.49	11	RNF169	254225
165957188	166390771	35.42	2	SCN1A-AS1	102724058
165957188	166390771	35.42	2	SCN1A-AS1	101929680
74949261	74979033	39.25	11	SPCS2	9789
166195185	166376001	34.44	2	SCN9A	6335
74988279	75018893	43.57	11	NEU3	10825
105995623	106022403	38.77	11	MSANTD4	84437
130789600	130839254	45.86	12	STX2	2054
106051098	106077459	36.00	11	KBTBD3	143879
42458844	42522582	45.46	17	ATP6V0A1	535
106075501	106098699	36.56	11	AASDHPPT	60496
106112459	106132116	40.15	11	LINC02719	105369473
2887344	2903813	58.93	11	SLC22A18AS	5003
2944431	2992377	44.27	11	NAP1L4	4676
28812170	28871267	50.13	1	OPRD1	4985
68183518	68183610	35.48	1	MIR1262	100302279
120302316	120313249	48.77	12	SIRT4	23409
89256189	89272860	37.31	1	GBP5	115362
120322115	120327779	45.12	12	PLA2G1B	5319
27212041	27217178	45.47	2	ATRAID	51374
55151767	55157773	57.72	19	TNNI3	7137
120341330	120369164	54.00	12	MSI1	4440
68045886	68051717	44.08	1	DIRAS3	9077
23743448	23762059	45.21	1	ELOA	6924
23801885	23838620	46.84	1	HMGCL	3155
201620184	201643570	38.83	2	TMEM237	65062
120461672	120495946	46.67	12	SRSF9	8683
120488079	120495954	46.81	12	NRAV	100506668
55158661	55166722	56.36	19	DNAAF3	352909
23845077	23868290	45.70	1	FUCA1	2517
130144315	130162256	49.43	12	FZD10-AS1	440119
31617686	31632518	54.70	1	HCRTR1	3061
130162459	130165740	58.38	12	FZD10	11211
31652263	31704319	56.00	1	COL16A1	1307
56730438	56752374	43.06	12	PRIM1	5557
152717647	152762396	37.13	2	ARL6IP6	151188
55171196	55180289	56.23	19	SYT5	6861
19404045	19720801	40.33	12	AEBP2	121536
124739942	124747210	53.05	11	NRGN	4900
124747474	124752255	53.76	11	VSIG2	23584
141051347	141148611	47.06	3	SPSB4	92369
55181247	55209506	52.64	19	PTPRH	5794
124752583	124762290	54.05	11	ESAM	90952
97646062	97648383	50.22	2	COX5B	1329
123201927	123274136	37.71	3	SEC22A	26984
97655939	97664044	58.52	2	ACTR1B	10120
124759129	124766119	54.71	11	ESAM-AS1	101929340
124766498	124800706	40.11	11	MSANTD2	79684
19129669	19376400	38.11	12	PLEKHA5	54477
123282296	123449090	51.17	3	ADCY5	111
124800424	124834487	43.44	11	MSANTD2-AS1	100507283
97664217	97703066	45.08	2	C2orf92	728537
55226638	55228784	64.28	19	TMEM86B	255043
124865432	124881471	56.28	11	ROBO3	64221
55230885	55230952	67.65	19	MIR6804	102465482
55239912	55239976	63.08	19	MIR6802	102465481
55245186	55245250	69.23	19	MIR6803	102466739
1177558	1228431	57.49	19	STK11	6794
171600621	171638799	44.29	1	MYOCOS	110806290
165662216	165698562	40.15	1	ALDH9A1	223
2977538	2995179	54.05	19	TLE6	79816
97492663	97589877	35.77	2	ANKRD36B	57730
247449118	247458105	45.24	1	OR2B11	127623
158774222	158781204	37.03	1	OR6N2	81442
149852608	149853125	65.25	1	H3C15	333932
149782689	149812373	41.91	1	H2BC18	440689
149854045	149861159	46.89	1	H4C15	554313
149851061	149851594	63.48	1	H2AC19	723790
167935783	168075843	35.91	1	DCAF6	55827
26622772	26717537	39.50	3	LRRC3B	116135
2997639	3047635	54.68	19	TLE2	7089
15107783	15348675	36.92	12	RERG	85004
112034736	112081269	39.95	3	TMPRSS7	344805
76025447	76031776	44.11	12	PHLDA1	22822
48147789	48181213	42.11	12	ASB8	140461
144364364	144521057	38.58	2	ZEB2	9839
124883691	124898500	52.98	11	ROBO4	54538
184380054	184390736	59.38	3	CHRD	8646
48183644	48185926	60.18	12	CCDC184	387856
48337180	48351414	46.15	12	ZNF641	121274
124949205	124954044	42.52	11	CCDC15-DT	105369547
124954121	125041489	37.57	11	CCDC15	80071
149842218	149842750	63.41	1	H2AC18	8337
3538261	3574290	57.07	19	MFSD12	126321
149884459	149886682	47.93	1	H2BC21	8349
149832657	149839767	46.90	1	H4C14	8370
124919205	124936412	46.80	11	HEPACAM	220296
100133150	100150496	35.80	1	TRMT13	54482
55684568	55716404	51.64	12	ITGA7	3679
149840687	149841208	65.33	1	H3C14	126961
248403048	248408020	37.84	1	OR2T1	26696
177923956	177984303	43.66	1	SEC16B	111240474
177923956	177984303	43.66	1	SEC16B	89866
43311963	43344529	37.75	11	API5	8539
6887566	6940459	44.41	19	ADGRE1	2015
125151465	125151552	52.27	3	MIR5092	100847039
206770764	206842981	44.98	1	IL19	29949
14920347	14948424	45.41	3	FGD5-AS1	100505641
152675279	152676569	49.50	1	LCE2C	353140
247524677	247536440	42.49	1	OR2C3	148824
247524677	247536440	42.49	1	OR2C3	81472
18345377	18445621	36.43	3	SATB1	6304
16387117	16437424	50.37	1	SPATA21	374955
42552431	42554841	63.58	17	HSD17B1-AS1	108783654
46193566	46197842	45.59	17	KANSL1-AS1	644246
32927910	32945106	48.47	17	TMEM98	26022
81513880	81557702	38.81	1		101927434
43559656	43559753	48.98	11	MIR670	100313777
43569306	43570395	44.22	11	MIR670HG	100507261
43358920	43494933	37.90	11	TTC17	55761
81306147	81993932	36.77	1	ADGRL2	23266
7018969	7021431	47.67	19	MBD3L2B	729458
8374372	8390685	48.55	19	RAB11B-AS1	100507567
95836919	95991831	35.73	2	ANKRD36C	400986
8444767	8489114	46.68	19	HNRNPM	4670
32970376	32997877	47.15	17	SPACA3	124912
125225669	125375325	36.86	3	ZNF148	7707
33039417	33105943	42.10	11	TCP11L1	55346
55729094	55730857	57.09	12	CD63-AS1	105369779
48202339	48203292	51.15	12	OR10AD1	121275
45894527	46028334	49.67	17	MAPT	4137
48328980	48330279	60.69	12	H1-7	341567
130396133	130768228	48.57	12	RIMBP2	23504
134838616	134902034	39.51	2	ACMSD	130013
33076149	33079454	45.10	11	LINC00294	283267
33077188	33162371	37.22	11	CSTF3	1479
134857820	134857873	31.48	2	MIR5590	100847069
134964485	135047468	41.95	2	MAP3K19	80122
33161657	33191598	40.60	11	CSTF3-DT	338739
159988835	159996019	43.12	3	IL12A	3592
33256672	33357023	38.83	11	HIPK3	10114
11237502	11241943	56.28	19	ANGPTL8	55908
17281645	17287646	57.78	19	ANKLE1	126549
195068284	195271159	48.89	3	XXYLT1	152002
7919230	8019007	45.14	12	SLC2A3	6515
195094588	195096057	57.07	3	XXYLT1-AS1	100874528
195134506	195134580	54.67	3	MIR3137	100422926
195274745	195443044	38.17	3	ACAP2	23527
17292131	17310236	54.90	19	ABHD8	79575
135052289	135176667	37.99	2	RAB3GAP1	22930
124324415	124567612	57.38	12	NCOR2	9612
33376108	33674102	42.91	11	KIAA1549L	25758
17292609	17306843	54.25	19	MRPL34	64981
17309518	17323298	56.16	19	DDA1	79016
33858576	33892076	46.34	11	LMO2	4005
195514428	195543386	39.00	3	PPP1R2	5504
17323223	17334855	62.68	19	ANO8	57719
135136628	135136755	32.03	2	SNORA40B	109616967
29060976	29074523	51.28	2	PCARE	388939
112138385	112188218	49.52	2	FBLN7	129804
34051731	34102610	40.01	11	CAPRIN1	4076
32486993	32491253	56.09	17	CDK5R1	8851
32492522	32877177	40.83	17	MYO1D	4642
195568705	195584033	45.96	3	APOD	347
17334920	17342731	56.99	19	GTPBP3	84705
112211529	112255136	38.50	2	ZC3H8	84524
166403573	166611482	35.26	2	SCN7A	6332
97764521	97801229	34.36	3	ARL6	84100
204473834	204507672	39.75	2		105373845
206162228	206162359	42.42	2	SNORA41	619569
206175316	206218047	42.80	2	CMKLR2	2825
54632122	54639857	46.35	3	ESRG	790952
54874605	54901255	43.74	3	CACNA2D3-AS1	100874237
54918231	54967088	44.17	3	LRTM1	57408
55178172	55189214	38.18	3	LINC02017	105377096
48653211	48682238	41.95	12	KANSL2	54934
53328963	53813733	43.72	3	CACNA1D	776
200586014	200677064	41.53	2	AOX1	316
34105617	34147670	45.79	11	NAT10	55226
32509954	32523424	48.01	17		105371734
75587800	75626849	58.76	17	MYO15B	80022
48654382	48654518	50.36	12	SNORA2C	677815
48654444	48654530	51.72	12	MIR1291	100302221
48656648	48656782	43.70	12	SNORA2A	677793
48667457	48667593	40.15	12	SNORA2B	677794
48688458	48716998	40.95	12	CCNT1	904
17351450	17377342	51.71	19	PLVAP	83483
17387196	17394196	52.52	19	CCDC194	110806280
17405722	17433724	50.72	19	MVB12A	93343
16040252	16057311	59.04	1	CLCNKB	1188
98726457	99984936	37.86	12	ANKS1B	56899
200780495	200812170	42.49	2	BZW1-AS1	101927795
200810594	200827338	41.12	2	BZW1	9689
17468769	17506168	53.88	19	SLC27A1	376497
124224732	124225666	46.74	11	OR8G2P	26492
122028325	122556721	39.21	11	MIR100HG	399959
29071122	29180398	53.73	17	MYO18A	399687
17488990	17511889	52.93	19	PGLS-DT	100507551
37251867	37265547	44.59	19	LINC01535	101927667
20290875	20359518	50.52	1	VWA5B1	127731
37312837	37369365	43.83	19	ZNF875	284459
152600234	152601086	52.87	1	LCE3C	353144
29097705	29199777	38.65	2	CLIP4	79745
40783787	40840452	55.51	1	KCNQ4	9132
122099757	122099844	53.41	11	MIR125B1	406911
122115340	122116215	39.84	11	BLID	414899
40861054	40862363	73.51	1	CITED4	163732
122146522	122146593	40.28	11	MIRLET7A2	406882
122152229	122152308	46.25	11	MIR100	406892
37554782	37594792	39.97	19	ZNF571	51276
41014590	41043890	49.97	1	SLFNL1-AS1	100507178
64606174	64723197	54.53	11	NRXN2	9379
41015589	41023237	57.31	1	SLFNL1	200172
37667751	37692315	41.95	19	ZNF781	163115
201283452	201332993	52.25	1	PKP1	5317
